Joshua Project People Group Data

ROL3,Language,NbrPGICs,NbrCountries,Status,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID
tys,"Tay Sa Pa",1,1,L,2,,,,N,N,
tyt,"Tay Tac",1,1,L,2,,,,N,N,
gpn,Tayap,,,N,0,,,,N,N,
smc,Tayatuk,1,1,L,2,,,,N,N,
cks,Tayo,1,1,L,0,,,,N,N,
grr,Taznatit,3,3,L,3,,,Yes,N,N,
tbl,Tboli,1,1,L,5,2007,1979-2007,1963-1992,Y,Y,tbl
ebr,Tchaman,1,1,L,4,,1996-1998,1930-1991,Y,Y,ebr
tck,Tchitchege,1,1,L,0,,,,N,N,
bqa,Tchumbuli,1,1,N,3,,,Yes,Y,Y,
tkw,Teanu,2,1,L,1,,,,N,N,
dmu,Tebi,1,1,N,2,,,,N,N,
tsy,"Tebul Sign Language",1,1,L,2,,,,N,N,
tuq,Tedaga,5,5,L,1,,,,N,Y,
tiy,Teduray,1,1,L,4,,1983-2002,1955,Y,Y,tiy
tkq,Tee,1,1,L,2,,,,N,Y,
lor,Teen,2,2,L,4,,Yes,1984-1995,N,Y,
tfo,Tefaro,1,1,L,2,,,,N,N,
ras,Tegali,2,1,L,1,,,,N,N,
kps,Tehit,1,1,L,3,,,1998-2007,Y,Y,
mtl,Tehl,1,1,L,3,,,2022,Y,Y,mtl
teh,Tehuelche,,,N,0,,,,N,N,
twe,Teiwa,1,1,L,3,,,2020,N,Y,
tek,"Teke, Ibali",2,2,L,3,,,1889-1905,N,Y,
ebo,Teke-Eboo,2,2,L,3,,,2004-2009,Y,Y,
kkw,Teke-Kukuya,1,1,L,3,,,1971-1979,N,N,
lli,Teke-Laali,1,1,L,2,,,,N,N,
nzu,Teke-Nzikou,2,2,L,0,,,,N,N,
teg,Teke-Tege,2,2,L,4,,Yes,Yes,Y,N,teg
tyi,Teke-Tsaayi,2,2,L,2,,,,N,Y,
tyx,Teke-Tyee,1,1,L,4,,2024,2010-2014,N,N,
ifm,Teke-Wuumu,2,2,L,2,,,,N,Y,
eme,Teko,1,1,L,1,,,,N,Y,
ttc,Tektiteko,2,2,L,4,,2003-2014,1998,N,Y,ttc
tvm,Tela-Masbuar,1,1,L,3,,,2017,N,N,
tlf,Telefol,1,1,L,4,,1988-2015,1966-1969,N,Y,tlf
tel,Telugu,825,,L,5,1854-2022,1818-1989,1812-1966,Y,Y,tel
kdh,Tem,3,3,L,4,,2019,1998–2015,Y,Y,kdh
tqb,Tembe,1,1,L,4,,2008,Yes,N,N,
tmv,"Tembo (DRC, Equateur province)",1,1,L,3,,,Yes,N,N,
tbt,"Tembo (DRC, Sud-Kivu and Nord-Kivu provinces)",1,1,L,4,,2017,1977-2009,Y,Y,tbt
tdo,Teme,1,1,L,3,,,Yes,N,Y,
teq,Temein,1,1,L,2,,,,N,Y,
soz,Temi,1,1,L,3,,,2007-2012,Y,Y,
tea,Temiar,1,1,L,3,,,2023-2025,N,N,4368
tmo,Temoq,,,N,0,,,,N,N,
tmw,Temuan,1,1,L,1,,,,N,N,
tnz,Ten'edn,2,2,L,1,,,,N,N,
tes,Tengger,1,1,L,4,,2022,Yes,Y,Y,3826
pah,Tenharim,4,1,L,4,,1996,1971-1976,N,Y,pah
tqn,Tenino,1,1,N,0,,,,N,N,
tns,Tenis,,,N,0,,,,N,N,
tex,Tennet,1,1,L,4,,2019,1993–2017,Y,Y,tex
tio,Teop,1,1,L,3,,,1958-2023,N,Y,
tev,Teor,1,1,L,2,,,,N,N,
tee,"Tepehua, Huehuetla",1,1,L,4,,1976-2009,1955-2000,N,Y,tee
tpp,"Tepehua, Pisaflores",1,1,L,4,,2013-2022,1998-2008,N,Y,tpp
tpt,"Tepehua, Tlachichilco",1,1,L,4,,2003-2012,1985-1999,N,Y,tpt
ntp,"Tepehuan, Northern",1,1,L,4,,1981-2019,1962,Y,Y,ntp
stp,"Tepehuan, Southeastern",1,1,L,4,,2007-2017,1991-2003,N,Y,stp
tla,"Tepehuan, Southwestern",1,1,L,2,,,,N,Y,
ttr,Tera,1,1,L,4,,2016,1930-2008,Y,Y,ttr
trb,Terebu,1,1,L,2,,,,N,N,
buo,Terei,1,1,L,3,,,1973-2007,N,Y,
ter,Terena,1,1,L,4,,1994-2012,1948-1974,N,Y,ter
tef,Teressa,1,,L,2,,,,N,Y,
twg,Tereweng,1,1,L,2,,,,N,N,
tfr,Teribe,2,2,L,4,,2008,1979-1984,N,Y,tfr
tec,Terik,1,1,L,2,,,,N,N,
twu,Termanu,1,1,L,5,2018-2019,Yes,1895-2004,N,Y,twu
tft,Ternate,1,1,L,3,,,2021,Y,Y,
keg,Tese,1,1,L,2,,,,N,N,
tll,Tetela,1,1,L,5,1966-2025,1938-1993,1919-1986,Y,Y,tll
tez,Tetserret,1,1,L,2,,,,N,N,
tet,Tetun,2,2,L,4,,2013-2014,1997-2004,Y,Y,tet
tdt,"Tetun Dili",2,2,L,5,Yes,2000-2024,1996-2002,Y,Y,3775
tew,Tewa,1,1,L,3,,,1969-2020,N,Y,tew
twx,Tewe,1,1,L,3,,,Yes,N,Y,
thy,Tha,1,1,L,2,,,,N,Y,
thn,Thachanadan,,,L,2,,,,N,N,
tha,Thai,32,26,L,5,1883-2020,1843-1977,1834-1967,Y,Y,tha
tsq,"Thai Sign Language",1,1,L,3,,,2018-2024,N,N,
soa,"Thai Song",1,1,L,3,,,1986,N,Y,
tts,"Thai, Northeastern",8,6,L,4,,2016,1972–1996,Y,Y,
nod,"Thai, Northern",2,2,L,4,,1914-2017,1867-2012,Y,Y,nod
sou,"Thai, Southern",3,2,L,3,,,2000,Y,Y,
ths,Thakali,5,,N,2,,,,N,Y,
thf,Thangmi,2,,L,4,,2019,Yes,Y,Y,
ssf,Thao,,,N,0,,,,N,N,
the,"Tharu, Central",3,,L,4,,2023-2024,1976-2021,Y,Y,3768
thl,"Tharu, Dangaura",3,,L,4,,2018-2023,2010,Y,Y,thl
tkt,"Tharu, Kathariya",4,,L,3,,,2024,Y,Y,4407
thq,"Tharu, Mid-Eastern",2,,L,4,,2025,Yes,Y,Y,thq
thr,"Tharu, Rana",4,,L,5,2024,2017-2023,Yes,Y,Y,thr
tem,Themne,3,2,L,4,,1868-1992,1865-1993,Y,Y,tem
tou,Tho,1,1,L,2,,,,N,Y,
thp,Thompson,1,1,N,0,,,,N,Y,
ytp,Thopho,1,1,L,1,,,,N,N,
tyl,"Thu Lao",1,1,L,2,,,,N,N,
tdh,Thulung,10,,L,4,,2017,2006,N,Y,tdh
lth,Thur,1,1,L,3,,,2014-2023,Y,Y,4034
thu,Thuri,1,1,L,0,,,,N,Y,
mnl,Tiale,1,1,L,1,,,,N,Y,
tbj,Tiang,1,1,L,3,,,2006-2021,N,Y,
ngy,Tibea,1,1,L,3,,,2024,N,N,
lsn,"Tibetan Sign Language",,,L,2,,,,N,N,
adx,"Tibetan, Amdo",9,1,L,4,,2016,2016,Y,Y,
bod,"Tibetan, Central",13,9,L,5,1948-2023,1885-1973,1862-1991,Y,Y,bod
khg,"Tibetan, Khams",6,2,L,4,,2016-2020,Yes,Y,Y,
tcn,Tichurong,,,L,3,,,2025,N,Y,4264
tca,Ticuna,3,3,L,5,1986-2022,1986-2009,1964-2010,Y,Y,tca
tvo,Tidore,1,1,L,1,,,,N,N,
ntd,"Tidung, Northern",1,1,L,0,,,,N,N,
itd,"Tidung, Southern",2,2,L,3,,,2021,Y,Y,
tiq,Tiefo,1,1,N,0,,,,N,Y,
tii,Tiene,1,1,L,4,,2007,Yes,N,Y,
tif,Tifal,1,1,L,4,,1998,1979,N,Y,tif
tgc,Tigak,1,1,L,4,,2022,1912-2019,Y,Y,
tig,Tigre,9,7,L,5,1988,1902-1931,1889-1981,Y,Y,
tir,Tigrigna,19,19,L,5,1956-2001,1909-1991,1866,Y,Y,tir
txq,Tii,1,1,L,4,,2016-2019,2004-2011,N,Y,txq
tik,Tikar,1,1,L,4,,1989-2011,1987,N,Y,
tkp,Tikopia,1,1,L,4,,2025,1989,N,Y,4388
tij,Tilung,2,,L,0,,,,N,N,
tms,Tima,1,1,N,2,,,,N,N,
tim,Timbe,1,1,L,4,,1987-2015,1978-1986,N,N,tim
par,Timbisha,,,N,0,,,,N,N,
lbf,Tinani,14,,L,4,,2017-2022,1908-1915,N,Y,lbf
tin,Tindi,1,1,L,2,,,,N,N,
tgv,Tingui-Boto,,,N,0,,,,N,N,
tit,Tinigua,,,N,0,,,,N,N,
tpz,Tinputz,1,1,L,4,,2005-2015,1975-1983,Y,N,tpz
tpe,Tippera,,,L,4,,Yes,1980,Y,Y,4275
tic,Tira,1,1,L,5,2022,Yes,Yes,Y,Y,
tra,Tirahi,,,N,0,,,,N,Y,
cir,Tiri,1,1,L,0,,,,N,N,
tdq,Tita,1,1,L,1,,,,N,N,
ttv,Titan,1,1,L,2,,,,N,Y,
tiv,Tiv,2,2,L,5,1964-2017,1936-1942,1916-1959,Y,Y,tiv
lax,Tiwa,27,,L,4,,2022,Yes,N,Y,
twf,"Tiwa, Northern",1,1,L,3,,,1976-1992,Y,Y,
tix,"Tiwa, Southern",1,1,L,3,,,1978-1987,N,Y,
tiw,Tiwi,1,1,L,3,,,1979-2000,N,Y,
tyy,Tiyaa,1,1,L,3,,,2017-2022,Y,Y,tyy
tjj,Tjungundji,,,N,0,,,,N,N,
tjp,Tjupany,1,1,N,0,,,,N,N,
dgr,Tlicho,1,1,L,4,,2003-2008,2008,Y,Y,dgr
tli,Tlingit,2,2,N,3,,,1859-1969,N,Y,
toz,To,,,N,0,,,,N,N,
mlu,To'abaita,1,1,L,4,,1923-1949,1914-1951,Y,Y,mlu
tqo,Toaripi,1,1,L,5,1983,1914-2011,1902-1968,N,Y,tqo
tob,Toba,3,2,L,5,2013-2025,1980-2011,1964-1994,N,Y,tob
tmf,Toba-Maskoy,1,1,L,4,,2023,2020,Y,Y,tmf
tgh,"Tobagonian English Creole",1,1,L,2,,,,N,N,
tng,Tobanga,1,1,L,4,,1978,1975,N,Y,tng
tti,Tobati,,,N,0,,,,N,Y,
tlb,Tobelo,1,1,L,5,2002,1993,Yes,Y,Y,tlb
tox,Tobian,1,1,L,2,,,,N,N,
tgb,Tobilung,1,1,L,3,,,2011,N,N,
tbv,Tobo,1,1,L,3,,,2013-2020,N,N,
taz,Tocho,1,1,L,2,,,,N,Y,
tcx,Toda,1,,L,3,,,1897-1910,N,Y,
tdr,Todrah,1,1,L,2,,,,N,N,
tlg,Tofanma,1,1,L,2,,,,N,N,
ood,"Tohono O'odham",2,2,L,4,,1975-2010,1967,N,Y,ood
toj,Tojolabal,1,1,L,5,2021,1972-2009,1952-1967,Y,Y,toj
tpi,"Tok Pisin",11,4,L,5,1989-1999,1969-2010,1956-1992,Y,Y,tpi
zuh,Tokano,1,1,L,3,,,1978-1979,N,N,
tkl,Tokelauan,3,3,L,5,2025,2009,2000,N,Y,tkl
tkn,Toku-No-Shima,1,1,L,0,,,,N,N,
jic,Tol,1,1,L,4,,1993-2010,1977-1981,N,Y,jic
lbw,Tolaki,3,1,L,4,,2013,2000,Y,Y,
tlm,Tolomako,1,1,L,3,,,1904-1909,N,N,tlm
tol,Tolowa,,,N,0,,,,N,Y,
tod,Toma,1,1,L,5,2023,1981,1961,Y,Y,tod
tdi,Tomadino,1,1,N,0,,,,N,N,
ttp,Tombelala,1,1,L,2,,,,N,N,
txa,Tombonuo,1,1,L,4,,2002,1987-1998,N,Y,txa
tom,Tombulu,1,1,L,4,,2018,1933-2012,Y,Y,tom
txm,Tomini,1,1,L,3,,,2022,Y,N,
tqp,Tomoip,1,1,L,1,,,,N,N,
tdn,Tondano,1,1,N,4,,1996,1990-2007,Y,Y,
tst,"Tondi Songway Kiini",1,1,L,1,,,,N,N,
tog,"Tonga (Malawi)",1,1,L,5,1987-2024,1921-1939,1890-1948,Y,Y,tog
toh,"Tonga (Mozambique)",1,1,L,5,2014-2016,1890-1996,1888-1989,Y,N,toh
toi,"Tonga (Zambia)",4,2,L,5,1963-2021,1949-2011,1911-1957,Y,Y,toi
ton,Tongan,7,6,L,5,1862-2009,1849-2011,1844,Y,Y,ton
tny,Tongwe,1,1,L,3,,,2025,N,Y,
tqw,Tonkawa,,,N,0,,,,N,N,
tnw,Tonsawang,1,1,L,3,,,Yes,Y,N,
txs,Tonsea,1,1,L,3,,,1990-2006,Y,N,
tnt,Tontemboan,1,1,L,4,,1933-2018,1852-2010,Y,Y,tnt
ttj,Tooro,1,1,L,5,1912-2017,1991,1900-1902,N,Y,
toy,Topoiyo,1,1,N,0,,,,N,N,
toq,Toposa,4,4,L,3,,,2002-2006,Y,Y,
trz,Tora,,,N,0,,,,N,N,
sda,Toraja-Sa'dan,1,1,L,5,1960-1995,1951-1989,1933-1948,Y,Y,sda
trj,Toram,1,1,N,0,,,,N,N,
ttu,Torau,1,1,L,1,,,,N,N,
tno,Toromono,,,N,0,,,,N,N,
tqr,Torona,,,N,0,,,,N,N,
tcs,"Torres Strait Creole",2,1,L,4,,2014,1997,N,Y,tcs
trw,Torwali,33,,L,3,,,2021,Y,N,
ttl,Totela,1,1,L,3,,,Yes,N,N,4504
txo,Toto,2,,L,3,,,Yes,N,Y,
txe,Totoli,1,1,L,2,,,,N,N,
toc,"Totonac, Coyutla",1,1,L,4,,1986-2011,1979,Y,Y,toc
tlp,"Totonac, Filomena Mata-Coahuitlan",1,1,L,1,,,,N,Y,
tos,"Totonac, Highland",1,1,L,4,,1959-2009,1946-2000,Y,Y,tos
top,"Totonac, Papantla",1,1,L,4,,1979-2009,1973-1990,Y,Y,top
tcw,"Totonac, Tecpatlan",1,1,L,4,,1999,1988-1995,N,N,
tku,"Totonac, Upper Necaxa",1,1,L,4,,1999-2009,1988-1995,N,Y,tku
too,"Totonac, Xicotepec de Juarez",1,1,L,4,,1978-2009,1957-1965,N,Y,too
tlc,"Totonac, Yecuatla",1,1,N,0,,,,N,N,
tqt,"Totonaco del cerro Xinolatepetl",1,1,L,3,,,2012-2015,Y,N,
ttk,Totoro,,,N,0,,,,N,Y,
tqu,Touo,1,1,L,2,,,,N,Y,
don,Toura,1,1,L,2,,,,N,N,
neb,Toura,1,1,L,4,,1979-2013,1972,Y,Y,
tsp,"Toussian, Northern",1,1,L,2,,,,N,Y,
wib,"Toussian, Southern",1,1,L,4,,2015-2019,2001-2007,N,Y,wib
ttn,Towei,1,1,N,0,,,,N,N,
trl,"Traveller Scottish",2,2,L,1,,,,N,N,
trm,Tregami,1,1,L,2,,,,N,N,
tme,Tremembe,,,N,2,,,,N,N,
stg,Trieng,1,1,L,2,,,,N,N,
tip,Trimuris,1,1,L,1,,,,N,N,
tgq,Tring,1,1,L,2,,,,N,N,
lst,"Trinidad and Tobago Sign Language",,,L,2,,,,N,N,
trf,"Trinidadian English Creole",1,1,L,2,,,,N,Y,
trn,Trinitario,1,1,L,4,,1979-2002,1962,Y,Y,
tri,Trio,4,2,L,4,,1979-2004,1974,N,Y,
trs,"Triqui, Chicahuaxtla",2,2,L,4,,1968,1951-1960,N,Y,
trc,"Triqui, Copala",2,2,L,4,,1987-2024,1970,Y,Y,trc
trq,"Triqui, San Martin Itunyoso",1,1,L,4,,1996-2009,Yes,N,Y,trq
tka,Truka,,,N,0,,,,N,N,
tpy,Trumai,1,1,N,0,,,,N,N,
tsl,Ts'un-Lao,1,1,L,2,,,,N,N,
tsa,Tsaangi,2,2,L,4,,Yes,Yes,N,Y,tsa
cra,Tsaara,1,1,L,4,,Yes,2024,Y,Y,
cof,Tsafiki,1,1,L,4,,1980-2015,1964-1990,N,Y,cof
tkr,Tsakhur,2,2,L,3,,,2003-2022,N,N,tkr
tsd,Tsakonian,1,1,N,0,,,,N,N,
tsb,Tsamai,2,1,L,3,,,2017,Y,Y,
huq,Tsat,1,1,L,1,,,,N,N,
kvz,Tsaukambo,1,1,L,2,,,,N,N,
tsk,Tseku,2,2,L,1,,,,N,N,
tsj,Tshangla,6,,L,4,,2014-2023,2000,Y,Y,tsj
hio,Tshuwau,2,2,L,3,,,Yes,N,Y,
kdl,Tsikimba,1,1,L,4,,2010,2001,Y,Y,kdl
cas,Tsimane,1,1,L,4,,1992-1997,1963-1994,Y,Y,cas
tsi,Tsimshian,2,2,N,3,,,1885-1898,N,Y,
tsw,Tsishingini,1,1,L,4,,2011,1933-2012,Y,Y,tsw
ldp,Tso,1,1,L,2,,,,N,Y,
tsv,Tsogo,1,1,L,4,,1983,1955-1957,Y,Y,3924
tso,Tsonga,4,4,L,5,1907-2017,1894-1986,1892-1968,Y,Y,tso
tsu,Tsou,1,1,L,4,,2014,Yes,N,Y,tsu
cbq,Tsucuba,,,L,2,,,,N,N,
ttz,Tsum,2,,L,3,,,Yes,N,N,
tvd,Tsuvadi,2,1,L,3,,,1997-2001,Y,Y,
tsc,Tswa,3,3,L,5,1910-1985,1903-1928,1891-1908,Y,Y,tsc
two,Tswapong,1,1,L,1,,,,N,N,
mjg,Tu,2,1,L,3,,,2012-2019,Y,Y,
pmt,Tuamotuan,1,1,L,3,,,2008-2011,N,N,
tub,Tubatulabal,,,N,0,,,,N,N,
tuo,Tucano,5,2,L,4,,1988-2015,1967-1981,N,Y,tuo
grh,Tugbiri-Niragu,1,1,L,3,,,2019-2020,N,Y,
tuy,Tugen,1,1,L,4,,Yes,2017,Y,Y,
tzn,Tugun,1,1,L,2,,,,N,N,
tuj,Tugutil,1,1,L,4,,2016,Yes,N,Y,3833
tji,"Tujia, Northern",,,L,0,,,,N,Y,
tjs,"Tujia, Southern",1,1,N,0,,,,N,N,
khc,"Tukang Besi North",1,1,L,2,,,,N,Y,
bhq,"Tukang Besi South",1,1,L,3,,,2020,Y,Y,
bag,Tuki,1,1,L,4,,2024,Yes,N,Y,4514
tkd,Tukudede,1,1,L,3,,,2025,N,Y,4241
tul,Tula,1,1,L,4,,2015,1929-2007,Y,Y,tul
tvi,Tulai,,,N,0,,,,N,N,
tlu,Tulehu,1,1,L,0,,,,N,N,
tuh,Tulil,1,1,L,1,,,,N,N,
tey,Tulishi,3,1,L,2,,,,N,N,
tcy,Tulu,235,,L,4,,1847-2010,1842-1912,Y,Y,tcy
rak,Tulu-Bohuai,1,1,L,2,,,,N,N,
iou,Tuma-Irumu,1,1,L,4,,1997-2023,1988-1999,N,N,iou
tmc,Tumak,1,1,L,4,,1988,Yes,N,Y,
tum,Tumbuka,6,3,L,5,1957-2024,1911-2003,1904-1994,Y,Y,tum
tmq,Tumleo,1,1,L,2,,,,N,Y,
tbr,Tumtum,2,1,L,1,,,,N,N,
mzb,Tumzabt,2,2,L,3,,,1950-2022,N,Y,
tnd,"Tunebo, Angosturas",,,N,0,,,,N,N,
tbn,"Tunebo, Barro Negro",1,1,L,2,,,,N,N,
tuf,"Tunebo, Central",1,1,L,4,,1987-2011,1972-1982,N,Y,tuf
tnb,"Tunebo, Western",1,1,L,2,,,,N,Y,
tvu,Tunen,1,1,L,4,,2017-2019,2010,N,Y,tvu
lcm,Tungag,1,1,L,4,,1998-2014,1989-1996,N,Y,lcm
trt,Tunggare,1,1,L,2,,,,N,Y,
tug,Tunia,1,1,L,4,,2025,2024,Y,Y,
tun,Tunica,,,N,0,,,,N,N,
tse,"Tunisian Sign Language",1,1,L,1,,,,N,N,
tjg,Tunjung,1,1,L,3,,,1984,Y,Y,
tqq,Tunni,1,1,L,2,,,,N,N,
dza,Tunzuii,1,1,L,2,,,,N,Y,
ttf,Tuotomb,1,1,L,1,,,,N,N,
tpr,Tupari,2,1,N,2,,,,N,Y,
tpk,Tupinikin,,,N,0,,,,N,N,
tui,Tupuri,2,2,L,5,2005-2006,1988,Yes,Y,Y,tui
trh,Turaka,1,1,N,0,,,,N,N,
trd,Turi,1,,N,2,,,,N,Y,
twt,Turiwara,1,1,N,0,,,,N,N,
tuz,Turka,1,1,L,3,,,2006-2010,Y,Y,
tuv,Turkana,2,2,L,5,1999-2018,1986,1972-1994,Y,Y,tuv
tur,Turkish,57,42,L,5,1827-2009,1819-1993,1782-1985,Y,Y,tur
tsm,"Turkish Sign Language",1,1,L,2,,,,N,N,
tuk,Turkmen,10,10,L,5,2016-2017,Yes,Yes,Y,Y,tuk
tch,"Turks and Caicos English Creole",1,1,L,2,,,,N,N,
tru,Turoyo,9,9,L,4,,1992-2013,1983,Y,Y,
tqm,Turumsa,,,N,0,,,,N,N,
try,Turung,,,L,2,,,,N,N,
tus,Tuscarora,,,N,0,,,,N,Y,
ttm,"Tutchone, Northern",1,1,N,0,,,,N,Y,
tce,"Tutchone, Southern",1,1,N,0,,,,N,Y,
ttg,Tutong,1,1,L,2,,,,N,N,
kku,Tuttumi,1,1,L,2,,,,N,Y,
tuu,Tututni,,,N,0,,,,N,N,
tvl,Tuvaluan,5,5,L,5,1987-2018,1977,1969,N,Y,tvl
tyv,Tuvan,6,3,L,5,2011-2017,Yes,Yes,Y,Y,tyv
tww,Tuwari,1,1,L,1,,,,N,Y,
bov,Tuwuli,1,1,L,4,,2008-2015,2005,N,Y,bov
tud,Tuxa,,,N,2,,,,N,N,
tue,Tuyuca,2,2,L,4,,2004-2011,1991-1994,Y,Y,tue
twa,Twana,,,N,0,,,,N,N,
twn,Twendi,1,1,N,0,,,,N,N,
twd,Twents,,,L,5,2009,1996,1993,N,N,
kcg,Tyap,1,1,L,4,,2013-2015,1940-2009,Y,Y,kcg
tzj,Tz'utujil,1,1,L,5,2023,1981-2011,1955-1985,Y,Y,tzj
tzh,Tzeltal,3,2,L,5,2001-2008,1993,1947-1967,Y,Y,tzh
tzo,Tzotzil,7,2,L,5,1997-2001,1975-1995,1951-1995,Y,Y,tzo
uuu,U,1,1,L,0,,,,N,Y,
aoz,"Uab Meto",2,2,L,5,2000,1948-1984,1941-1997,N,Y,aoz
uam,Uamue,,,N,0,,,,N,N,
ksj,Uare,1,1,L,4,,2023-2024,1994-2016,Y,Y,ksj
byc,Ubaghara,1,1,L,3,,,1984-1991,N,Y,
uba,Ubang,1,1,L,2,,,,N,Y,
ubi,Ubi,1,1,L,2,,,,N,N,
ubr,Ubir,2,1,L,4,,1997-2015,1950-2012,N,Y,ubr
uda,Uda,1,1,L,2,,,,N,N,
udi,Udi,6,6,L,3,,,1902-2026,N,N,udi
ude,Udihe,,,N,0,,,,N,N,
udm,Udmurt,6,5,L,5,2013-2014,1997,1847-2006,Y,N,4025
udu,Uduk,4,4,L,4,,1963-2007,1947-1966,Y,Y,udu
ufi,Ufim,1,1,L,2,,,,N,N,
ugn,"Ugandan Sign Language",1,1,L,3,,,2013-2025,N,N,
uge,Ughele,1,1,L,1,,,,N,N,
ugo,Ugong,1,1,N,0,,,,N,Y,
uha,Uhami,1,1,L,2,,,,N,N,
uis,Uisai,1,1,L,3,,,1986-2005,N,Y,
udj,Ujir,1,1,L,0,,,,N,N,
kcf,Ukaan,1,1,L,3,,,2025,Y,Y,
ukh,Ukhwejo,1,1,L,1,,,,N,N,
umi,Ukit,1,1,L,2,,,,N,N,
akd,Ukpet-Ehom,1,1,L,2,,,,N,Y,
ukr,Ukrainian,43,39,L,5,1903-2020,1880-1997,1869-2016,Y,Y,ukr
ukl,"Ukrainian Sign Language",1,1,L,3,,,2020-2025,Y,Y,
uku,Ukue,1,1,L,2,,,,N,N,
ukg,Ukuriguma,1,1,L,2,,,,N,N,
ukq,Ukwa,1,1,L,3,,,2024,N,N,4307
ukw,Ukwuani-Aboh-Ndoni,1,1,L,4,,2021,2019,Y,Y,
svb,Ulau-Suain,1,1,L,1,,,,N,Y,
ulc,Ulch,1,1,N,0,,,,N,N,
uli,Ulithian,3,3,L,4,,1995-2003,Yes,N,N,uli
ull,Ullatan,,,N,0,,,,N,N,
ulb,Ulukwumi,1,1,L,4,,2021-2024,2020,Y,N,
ulm,Ulumanda',1,1,L,2,,,,N,N,
ulw,"Ulwa (Nicaragua)",1,1,L,2,,,,N,N,
yla,"Ulwa (Papua New Guinea)",1,1,N,0,,,,N,N,
ppk,"Uma (Indonesia)",1,1,L,4,,1996,1984-1989,N,Y,ppk
roe,"Uma (Papua New Guinea)",1,1,L,2,,,,N,N,
xky,"Uma' Lasan",2,2,L,2,,,,N,Y,
ulu,"Uma' Lung",1,1,L,2,,,,N,Y,
gdn,Umanakaina,1,1,L,4,,1999-2013,1987-1994,N,Y,gdn
uma,Umatilla,1,1,N,0,,,,N,N,
ubu,Umbu-Ungu,1,1,L,4,,1995-2015,1967-1999,N,Y,ubu
umb,Umbundu,2,2,L,5,1963-2008,1897-1999,1889-2000,Y,Y,umb
upi,Umeda,1,1,L,1,,,,N,N,
xud,Umiida,,,N,0,,,,N,N,
umo,Umotina,,,N,0,,,,N,N,
ump,Umpila,1,1,N,0,,,,N,Y,
mtg,Una,1,1,L,5,2022,2007,1999,N,Y,mtg
unm,Unami,,,N,0,,,,N,N,
mis,"Uncoded Language",,,,,,,,,,
bbn,Uneapa,1,1,L,1,,,,N,N,
une,Uneme,1,1,L,3,,,2023-2024,Y,Y,
xgu,Unggumi,,,N,0,,,,N,Y,
uni,Uni,1,1,L,3,,,2013-2019,N,N,
uln,Unserdeutsch,1,1,N,0,,,,N,N,
onu,Unua,1,1,L,3,,,1892-1950,N,N,
unu,Unubahe,,,N,0,,,,N,N,
uro,"Ura (Papua New Guinea)",1,1,L,4,,2019-2020,2008,N,N,3860
urk,"Urak Lawoi'",1,1,L,5,2024,1998,1976,N,Y,urk
url,Urali,1,,N,2,,,,N,Y,
urm,Urapmin,1,1,L,1,,,,N,N,
ura,Urarina,1,1,L,4,,2006-2010,1973-1996,N,Y,ura
urt,Urat,1,1,L,4,,2016,1993,Y,Y,urt
urd,Urdu,946,,L,5,1843-2022,1758-2000,1747-1894,Y,Y,urd
urh,Urhobo,1,1,L,5,1977,1951,1927-1963,Y,Y,urh
uvh,Uri,1,1,L,4,,1984-2018,1974,N,N,uvh
uri,Urim,1,1,L,4,,2024,1981-2020,Y,Y,uri
urx,Urimo,1,1,L,0,,,,N,N,
upv,Uripiv-Wala-Rano-Atchin,1,1,L,4,,2005-2006,1893-1989,Y,Y,upv
ure,Uru,,,N,0,,,,N,N,
urz,Uru-Eu-Wau-Wau,2,1,L,2,,,,N,N,
urp,Uru-Pa-In,1,1,L,1,,,,N,N,
urn,Uruangnirin,1,1,L,2,,,,N,N,
ugy,"Uruguayan Sign Language",1,1,L,3,,,2021-2022,N,N,
uum,Urum,1,1,L,0,,,,N,N,
uss,us-Saare,1,1,L,3,,,Yes,N,Y,
usk,Usaghade,2,2,L,2,,,,N,N,
wnu,Usan,1,1,L,4,,2001,1977,N,N,wnu
usa,Usarufa,1,1,L,4,,1980-2015,1969,Y,Y,usa
ush,Ushojo,3,,L,2,,,,N,N,
ulf,Usku,1,1,N,2,,,,N,N,
usi,Usoi,1,,L,4,,1995-1996,Yes,Y,Y,
usp,Uspanteko,1,1,L,4,,1999-2010,1978-1993,Y,Y,usp
uth,ut-Hun,1,1,L,4,,2016-2018,Yes,Y,Y,uth
gel,Ut-Ma'in,1,1,L,3,,,2009,Y,Y,3989
omo,Utarmbung,1,1,L,2,,,,N,N,
ute,"Ute-Southern Paiute",2,1,L,3,,,2006-2020,N,Y,
utu,Utu,1,1,L,2,,,,N,N,
afe,Utugwang-Irungene-Afrike,1,1,L,3,,,2017-2018,Y,Y,
evh,Uvbie,1,1,L,2,,,,N,N,
usu,Uya,1,1,N,2,,,,N,N,
duk,Uyajitaya,1,1,L,2,,,,N,N,
uig,Uyghur,15,10,L,5,1950-2022,1914-2005,1898-1995,Y,Y,uig
uzn,"Uzbek, Northern",15,13,L,5,2016-2025,Yes,Yes,Y,Y,uzn
uzs,"Uzbek, Southern",4,4,L,3,,,2004-2006,Y,Y,
eze,Uzekwe,1,1,L,2,,,,N,Y,
